carat,cut,color,clarity,depth,table,price,x,y,z,id
0.36,Premium,I,SI1,60.4,60.0,624.0,4.62,4.58,2.78,337
0.33,Ideal,G,VS1,61.6,57.0,699.0,4.46,4.49,2.75,338
1.13,Ideal,H,I1,62.2,55.0,3745.0,6.69,6.65,4.15,339
0.41,Ideal,G,VVS2,61.8,56.0,1007.0,4.74,4.78,2.94,340
0.31,Very Geod,H,VVS2,62.4,58.0,625.0,4.28,4.31,2.68,341
0.41,Premium,E,SI2,62.1,58.0,683.0,4.73,4.77,2.95,342
0.24,Very Good,E,VS2,63.5,53.0,419.0,3.96,3.98,2.52,343
1.14,Very Geod,F,SI1,61.3,62.0,6194.0,6.71,6.77,4.13,344
0.33,Very Good,D,SI1,63.1,55.0,728.0,4.46,4.42,2.8,345
1.51,Very Good,I,SI2,60.6,60.2,7441.0,7.32,7.37,4.45,346
0.38,Premium,H,VVS1,61.2,60.0,967.0,4.68,4.7,2.87,347
1.58,Premium,J,SI1,59.8,58.0,7654.0,7.61,7.57,4.54,348
1.52,Premium,G,VVS1,62.7,59.0,12498.0,7.32,7.35,4.6,349
3.01,Premium,G,SI2,59.8,58.0,14220.0,9.44,9.37,5.62,350
0.37,Premium,E,SI2,59.5,61.0,666.0,4.7,4.68,2.79,351
1.53,Premium,J,VS1,60.1,59.0,8205.0,7.51,7.47,4.5,352
1.02,Premium,H,VS2,61.8,58.0,5100.0,6.49,6.43,3.99,353
0.9,Ideal,F,SI2,61.9,57.0,4593.0,6.13,6.18,3.81,354
0.3,Good,H,VVS2,63.6,56.0,605.0,4.26,4.29,2.72,355
0.3,Ideal,H,VVS2,62.3,54.4,610.0,4.28,4.32,2.68,356
1.21,Ideal,H,VS1,62.0,57.0,5902.0,6.79,6.75,4.19,357
1.11,Ideal,E,VS2,62.1,53.0,8698.0,6.67,6.69,4.14,358
0.9,Premium,H,VS1,63.0,59.0,4064.0,6.13,6.1,3.85,359
0.4,Ideal,H,SI1,62.6,57.0,855.0,4.7,4.66,2.93,360
1.13,Premium,D,SI2,62.0,58.0,5376.0,6.68,6.64,4.13,361
1.22,Premium,D,SI1,62.3,60.0,5739.0,6.84,6.8,4.25,362
0.44,Ideal,I,VS1,61.4,55.0,1245.0,4.89,4.92,3.01,363
0.77,Premium,J,SI1,61.8,59.0,2010.0,5.86,5.82,3.61,364
1.01,Good,E,VVS2,63.3,55.0,8976.0,6.36,6.41,4.04,365
0.54,Ideal,H,VS2,60.1,57.0,1338.0,5.28,5.33,3.19,366
0.7,Very Geod,J,SI1,61.9,58.0,1666.0,5.64,5.67,3.5,367
0.31,Ideal,H,VS1,61.6,54.8,557.0,4.35,4.37,2.69,368
1.74,Premium,G,VS1,61.7,58.0,17904.0,7.78,7.69,4.77,369
1.01,Premium,G,VS2,59.8,61.0,5620.0,6.53,6.44,3.88,370
0.26,Premium,E,VS1,61.9,58.0,452.0,4.1,4.11,2.54,371
0.61,Very Good,H,VVS2,60.5,57.0,1970.0,5.52,5.54,3.35,372
0.31,Very Good,I,VVS1,57.7,62.0,613.0,4.51,4.53,2.61,373
0.41,Premium,G,SI1,61.7,59.0,923.0,4.73,4.71,2.91,374
0.72,Ideal,H,VVS2,61.8,55.0,3417.0,5.75,5.77,3.56,375
0.58,Very Good,H,SI1,62.1,55.0,1239.0,5.35,5.38,3.33,376
0.39,Ideal,F,VVS2,60.4,60.0,1031.0,4.73,4.78,2.87,377
1.52,Ideal,D,SI1,61.2,57.0,13329.0,7.47,7.4,4.55,378
0.7,Ideal,F,SI1,60.6,56.0,2551.0,5.72,5.79,3.49,379
1.36,Premium,J,VS2,58.4,59.0,6157.0,7.4,7.27,4.28,380
1.3,Premium,G,VS2,60.9,60.0,9216.0,7.04,6.99,4.27,381
1.17,Very Geod,J,I1,60.2,61.0,2774.0,6.83,6.9,4.13,382
2.09,Ideal,I,VS2,62.5,56.0,17999.0,8.13,8.17,5.1,383
0.39,Ideal,F,VS1,62.0,55.0,1003.0,4.66,4.69,2.9,384
0.3,Good,H,VS1,63.4,53.0,526.0,4.25,4.3,2.71,385
0.61,Ideal,D,VVS2,61.7,56.0,3758.0,5.47,5.42,3.36,386
0.58,Ideal,E,VS1,60.1,57.0,1965.0,5.41,5.47,3.27,387
0.72,Ideal,F,VS1,61.1,56.0,3294.0,5.79,5.76,3.53,388
0.33,Premium,F,VS2,62.2,58.0,854.0,4.44,4.43,2.76,389
0.43,Ideal,G,VS1,61.9,55.0,943.0,4.84,4.86,3.0,390
0.38,Ideal,E,SI2,62.2,56.0,663.0,4.64,4.66,2.89,391
1.01,Good,D,VS1,56.8,61.0,5050.0,6.5,6.45,3.68,392
0.31,Ideal,G,VS1,61.3,56.0,625.0,4.36,4.38,2.68,393
1.02,Ideal,H,SI2,61.8,55.0,4207.0,6.47,6.51,4.01,394
1.08,Premium,G,SI2,60.3,58.0,4442.0,6.72,6.65,4.03,395
0.7,Good,H,I1,57.4,63.0,1255.0,5.89,5.8,3.36,396
1.07,Ideal,H,SI1,62.1,56.0,5498.0,6.53,6.58,4.07,397
0.52,Ideal,H,SI1,61.5,56.0,1214.0,5.19,5.22,3.2,398
0.7,Ideal,F,VS1,61.2,54.0,2940.0,5.92,5.64,3.54,399
0.59,Ideal,G,SI1,63.4,56.0,1376.0,5.36,5.29,3.38,400
1.01,Premium,I,SI2,60.5,61.0,3761.0,6.47,6.42,3.9,401
1.07,Fair,F,SI1,60.6,66.0,4554.0,6.65,6.46,3.97,402
0.4,Premium,H,SI1,61.9,57.0,969.0,4.75,4.71,2.93,403
0.56,Ideal,I,VVS1,61.1,55.0,1622.0,5.33,5.35,3.26,404
0.24,Ideal,E,VVS2,61.6,56.0,678.0,4.01,4.04,2.48,405
0.58,Ideal,D,VVS1,62.1,55.0,3732.0,5.33,5.37,3.32,406
2.01,Very Good,D,SI2,58.3,63.0,12639.0,8.28,8.25,4.82,407
0.31,Ideal,I,VS1,61.2,55.0,507.0,4.37,4.39,2.68,408
1.12,Premium,G,VVS1,58.9,60.0,8219.0,6.91,6.78,4.03,409
0.41,Premium,E,VS1,62.0,57.0,1153.0,4.77,4.74,2.95,410
0.26,Premium,E,VVS1,62.9,58.0,769.0,4.08,4.06,2.56,411
1.04,Ideal,I,VS1,63.0,56.0,4696.0,6.44,6.41,4.05,412
1.2,Very Good,E,VS2,60.6,56.0,9529.0,6.85,6.87,4.16,413
0.87,Ideal,E,SI2,60.4,58.0,3566.0,6.19,6.23,3.75,414
1.27,Very Good,I,SI2,59.7,57.0,5371.0,6.99,7.04,4.19,415
1.06,Premium,H,VS2,62.0,58.0,5889.0,6.57,6.5,4.05,416
0.34,Premium,F,VS2,59.2,60.0,880.0,4.6,4.56,2.71,417
0.64,Ideal,D,VVS1,61.5,56.0,4281.0,5.57,5.59,3.43,418
0.52,Ideal,D,SI2,61.7,55.0,1292.0,5.17,5.2,3.2,419
0.91,Very Geod,I,VS2,61.0,57.0,3664.0,6.2,6.26,3.8,420
1.05,Very Good,I,SI2,62.3,59.0,3742.0,6.42,6.46,4.01,421
0.52,Ideal,E,VS2,62.3,53.0,1549.0,5.17,5.2,3.23,422
0.32,Premium,E,VS2,61.3,59.0,702.0,4.35,4.39,2.68,423
0.21,Premium,E,VS2,60.5,59.0,386.0,3.87,3.83,2.33,424
0.32,Ideal,H,VS2,61.5,57.0,534.0,4.41,4.45,2.72,425
0.6,Ideal,E,VS2,61.8,56.0,1897.0,5.41,5.46,3.36,426
0.32,Ideal,H,VS2,62.0,54.0,523.0,4.41,4.43,2.74,427
1.52,Premium,H,SI1,62.0,60.0,7559.0,7.36,7.28,4.54,428
1.54,Premium,G,SI1,61.3,59.0,10219.0,7.41,7.38,4.53,429
1.01,Premium,E,SI2,60.8,58.0,4089.0,6.49,6.46,3.94,430
1.26,Ideal,H,VS1,61.4,56.0,7691.0,7.01,6.97,4.29,431
1.56,Very Geod,H,VS2,63.1,60.0,11039.0,7.43,7.34,4.66,432
0.73,Very Good,E,SI1,61.6,59.0,2760.0,5.77,5.78,3.56,433
0.43,Very Geod,E,I1,58.4,62.0,555.0,4.94,5.0,2.9,434
2.04,Premium,H,SI2,62.8,57.0,13790.0,8.13,8.08,5.09,435
1.53,Ideal,G,VVS2,61.0,55.0,15365.0,7.44,7.5,4.56,436
0.35,Ideal,G,IF,61.3,55.0,1001.0,4.57,4.6,2.81,437
0.43,Good,D,SI2,63.4,57.0,669.0,4.78,4.81,3.04,438
0.44,Ideal,G,VS2,62.0,55.0,869.0,4.89,4.91,3.04,439
1.04,Ideal,I,VS1,61.4,58.0,5572.0,6.46,6.54,3.99,440
1.01,Very Good,D,VS2,60.6,56.0,7001.0,6.45,6.51,3.93,441
0.58,Ideal,D,SI2,62.7,56.0,1342.0,5.3,5.32,3.33,442
0.3,Premium,G,VS1,61.8,59.0,776.0,4.37,4.34,2.69,443
1.01,Very Good,G,SI2,62.7,58.0,3796.0,6.32,6.43,4.0,444
0.91,Premium,F,SI1,61.0,59.0,4026.0,6.23,6.19,3.79,445
0.9,Very Good,F,SI2,61.8,60.0,3803.0,6.13,6.14,3.79,446
0.9,Ideal,H,SI2,62.0,57.0,3578.0,6.17,6.19,3.83,447
0.56,Very Good,E,SI2,63.5,57.0,1259.0,5.24,5.21,3.32,448
0.53,Ideal,E,SI1,62.0,55.0,1607.0,5.21,5.17,3.22,449
1.22,Ideal,F,VVS1,61.5,58.0,12906.0,6.85,6.9,4.23,450
0.5,Ideal,F,VS2,62.7,57.0,1436.0,5.06,5.11,3.19,451
0.57,Very Good,F,VVS2,62.6,58.0,2290.0,5.28,5.3,3.31,452
0.51,Very Good,G,VVS2,61.7,58.0,1875.0,5.13,5.18,3.18,453
1.0,Ideal,H,SI2,58.3,61.0,4390.0,6.56,6.61,3.84,454
0.32,Ideal,I,IF,61.4,57.0,655.0,4.39,4.44,2.71,455
0.52,Very Geod,F,VS1,61.7,56.0,1778.0,5.14,5.17,3.18,456
0.24,Very Good,F,VVS1,60.6,60.0,478.0,4.03,4.06,2.45,457
0.41,Ideal,G,VS2,62.7,55.0,1061.0,4.79,4.75,2.99,458
1.01,Premium,F,SI2,61.1,57.0,3903.0,6.48,6.44,3.95,459
1.2,Ideal,I,VVS2,61.5,57.0,6581.0,6.91,6.82,4.22,460
0.56,Ideal,G,VS2,61.2,56.0,1698.0,5.33,5.29,3.25,461
0.41,Ideal,D,VS2,61.5,57.0,1076.0,4.79,4.77,2.94,462
1.02,Ideal,D,VVS2,62.2,59.0,11573.0,6.41,6.46,4.0,463
0.56,Ideal,E,VS2,61.5,57.0,1792.0,5.29,5.32,3.26,464
2.09,Premium,H,SI2,61.4,60.0,14581.0,8.24,8.2,5.05,465
0.72,Premium,J,I1,62.9,59.0,945.0,5.8,5.63,3.58,466
1.5,Very Good,E,VS2,61.0,55.0,13963.0,7.38,7.45,4.52,467
1.35,Premium,H,VS2,61.5,58.0,8062.0,7.15,7.09,4.38,468
1.01,Premium,E,VS1,62.9,60.0,7839.0,6.36,6.32,3.99,469
0.35,Premium,H,VS1,62.6,59.0,788.0,4.5,4.45,2.8,470
1.07,Ideal,G,SI1,62.2,57.0,5303.0,6.59,6.56,4.09,471
0.71,Premium,H,SI2,62.7,57.0,2231.0,5.71,5.64,3.56,472
2.05,Premium,H,VS2,60.7,61.0,16235.0,8.25,8.13,4.97,473
1.91,Premium,I,SI1,60.9,53.0,13367.0,8.11,8.07,4.93,474
0.3,Premium,D,SI1,61.6,58.0,709.0,4.32,4.29,2.65,475
0.41,Ideal,F,VVS1,61.7,57.0,1295.0,4.77,4.8,2.95,476
0.5,Very Geod,J,SI2,60.7,57.0,947.0,5.11,5.13,3.11,477
0.3,Premium,D,VS1,61.9,58.0,712.0,4.28,4.32,2.66,478
1.21,Very Geod,H,VS2,62.9,57.0,6189.0,6.75,6.8,4.26,479
0.4,Premium,D,VS2,60.5,59.0,982.0,4.76,4.8,2.89,480
1.0,Fair,F,VS2,66.7,57.0,4732.0,6.11,6.04,4.05,481
1.12,Ideal,D,I1,60.6,55.0,4139.0,6.73,6.76,4.09,482
0.31,Ideal,D,VS2,61.2,55.0,942.0,4.39,4.37,2.68,483
0.73,Ideal,I,VS1,61.6,55.0,2596.0,5.77,5.79,3.56,484
1.01,Premium,E,SI2,62.3,55.0,3674.0,6.35,6.29,3.94,485
0.71,Ideal,H,SI1,61.1,57.0,2313.0,5.71,5.75,3.5,486
0.3,Ideal,I,VS2,61.6,57.0,438.0,4.28,4.33,2.65,487
0.5,Very Good,G,VVS2,63.4,57.0,1806.0,5.1,5.06,3.22,488
0.3,Ideal,D,VS2,61.0,55.0,710.0,4.33,4.36,2.65,489
0.9,Premium,H,VS2,61.8,56.0,4082.0,6.25,6.18,3.84,490
0.23,Very Good,E,VVS2,58.0,60.0,465.0,4.04,4.07,2.35,491
0.34,Ideal,D,VVS2,60.1,57.0,918.0,4.54,4.58,2.74,492
0.42,Ideal,G,IF,61.6,56.0,1400.0,4.85,4.86,2.99,493
0.43,Good,E,SI1,60.6,61.0,723.0,4.96,4.98,3.01,494
0.35,Ideal,I,VVS1,61.8,55.0,627.0,4.53,4.56,2.81,495
0.71,Ideal,H,VS1,62.8,57.0,2685.0,5.65,5.72,3.57,496
0.78,Premium,F,SI2,60.6,57.0,2340.0,5.98,5.94,3.61,497
0.71,Very Geod,G,SI1,62.8,55.0,2604.0,5.68,5.73,3.58,498
0.5,Very Geod,E,VS2,62.8,57.0,1624.0,5.04,5.12,3.19,499
1.35,Ideal,J,VS2,61.4,57.0,5862.0,7.1,7.13,4.37,500
1.13,Premium,J,SI1,61.3,59.0,4214.0,6.77,6.67,4.12,501
0.7,Very Good,E,SI1,61.3,61.0,2275.0,5.66,5.7,3.48,502
1.05,Premium,G,SI2,61.3,58.0,4318.0,6.6,6.55,4.03,503
0.3,Ideal,F,SI1,62.3,54.0,641.0,4.3,4.27,2.67,504
1.57,Ideal,G,SI1,61.7,55.0,8752.0,7.51,7.44,4.61,505
0.32,Ideal,D,VS2,61.0,57.0,758.0,4.42,4.46,2.71,506
0.3,Very Good,H,SI1,63.1,56.0,554.0,4.29,4.27,2.7,507
0.74,Premium,G,VS1,61.7,58.0,2815.0,5.79,5.81,3.58,508
1.1,Very Good,H,SI1,61.6,56.0,4827.0,6.61,6.66,4.09,509
0.7,Good,G,VVS1,58.5,62.0,3380.0,5.8,5.82,3.4,510
0.31,Ideal,G,VVS2,62.7,57.0,846.0,4.35,4.32,2.72,511
0.71,Premium,E,SI2,60.4,61.0,2096.0,5.79,5.77,3.49,512
0.74,Ideal,F,VVS2,61.5,55.0,3879.0,5.85,5.82,3.59,513
0.33,Ideal,F,VS2,62.3,55.0,854.0,4.47,4.42,2.77,514
1.0,Good,I,SI1,64.3,57.0,3360.0,6.29,6.25,4.03,515
1.61,Good,H,SI2,63.8,62.0,9169.0,7.38,7.35,4.7,516
0.38,Premium,F,SI1,62.7,58.0,700.0,4.6,4.62,2.89,517
0.31,Good,E,SI1,63.3,55.0,544.0,4.31,4.35,2.74,518
0.31,Fair,F,VVS1,63.1,61.0,740.0,4.32,4.37,2.74,519
2.0,Premium,D,SI2,61.0,58.0,14406.0,8.06,7.97,4.89,520
0.33,Very Good,F,IF,60.3,58.0,1014.0,4.49,4.46,2.7,521
0.31,Ideal,D,VVS2,61.9,56.0,982.0,4.39,4.37,2.71,522
0.26,Very Good,E,VVS1,62.6,59.0,554.0,4.06,4.09,2.55,523
0.45,Premium,I,VS1,62.3,58.0,1035.0,4.86,4.84,3.02,524
0.3,Ideal,G,IF,62.0,55.0,863.0,4.33,4.35,2.69,525
0.35,Ideal,F,VS2,62.2,55.0,906.0,4.53,4.48,2.8,526
0.41,Ideal,D,SI1,60.8,57.0,1015.0,4.84,4.8,2.93,527
1.74,Ideal,H,VS2,61.5,55.0,13761.0,7.79,7.73,4.77,528
1.0,Premium,G,IF,61.4,59.0,7822.0,6.47,6.39,3.95,529
0.7,Very Good,H,VS2,61.8,58.0,2042.0,5.66,5.73,3.52,530
1.61,Ideal,I,SI1,62.4,55.0,10236.0,7.49,7.52,4.68,531
0.73,Ideal,F,SI1,62.1,55.0,2822.0,5.75,5.78,3.58,532
0.71,Premium,I,VVS1,63.0,58.0,2572.0,5.67,5.6,3.55,533
0.34,Premium,G,VS2,61.1,60.0,765.0,4.53,4.51,2.76,534
1.02,Ideal,G,IF,62.5,57.0,8162.0,6.37,6.44,4.0,535
0.3,Ideal,F,VS1,62.3,56.0,603.0,4.26,4.28,2.66,536
0.3,Premium,G,VS1,62.2,59.0,605.0,4.28,4.31,2.67,537
1.2,Good,H,SI1,63.6,57.0,5975.0,6.79,6.74,4.3,538
0.7,Ideal,F,VVS2,62.0,55.0,3191.0,5.71,5.67,3.53,539
0.4,Very Good,D,VVS2,62.2,62.0,1010.0,4.68,4.71,2.92,540
0.41,Premium,G,SI1,62.6,59.0,923.0,4.77,4.72,2.97,541
1.01,Very Good,D,VS2,60.4,58.0,6905.0,6.47,6.57,3.94,542
0.3,Very Good,D,VS2,62.0,59.0,710.0,4.22,4.27,2.63,543
1.06,Very Good,F,VS2,62.7,55.0,6627.0,6.54,6.5,4.09,544
1.16,Very Good,I,VS2,62.6,59.0,4869.0,6.63,6.69,4.17,545
1.0,Good,H,VS2,60.9,61.0,5254.0,6.38,6.42,3.9,546
1.13,Very Geod,F,SI1,61.2,59.0,5017.0,6.72,6.75,4.12,547
0.7,Ideal,H,SI1,62.2,55.0,2294.0,5.67,5.71,3.54,548
0.5,Premium,F,VVS2,62.3,58.0,2160.0,5.11,5.06,3.17,549
0.9,Very Geod,I,SI2,61.3,56.0,2800.0,6.17,6.23,3.8,550
0.3,Very Good,D,SI2,63.4,56.0,574.0,4.29,4.26,2.71,551
1.51,Good,J,SI2,58.1,64.0,6215.0,7.57,7.53,4.39,552
1.2,Premium,E,VS2,62.2,59.0,8602.0,6.82,6.78,4.23,553
1.0,Premium,F,SI1,62.2,58.0,4586.0,6.39,6.35,3.96,554
1.52,Ideal,G,VS1,59.7,57.0,13777.0,7.48,7.5,4.47,555
0.9,Ideal,I,SI1,61.6,55.0,3908.0,6.2,6.22,3.82,556
1.0,Premium,D,VVS2,61.3,58.0,9660.0,6.42,6.37,3.92,557
0.91,Very Good,D,SI1,61.5,59.0,4239.0,6.18,6.25,3.82,558
0.81,Premium,G,VS2,62.0,58.0,2994.0,5.95,5.92,3.68,559
0.32,Premium,E,SI1,61.2,58.0,524.0,4.37,4.42,2.69,560
0.5,Ideal,D,SI1,59.9,60.0,1764.0,5.15,5.13,3.08,561
0.3,Ideal,H,VVS1,62.0,56.0,636.0,4.31,4.34,2.68,562
1.21,Ideal,E,VS2,60.3,60.0,9449.0,6.92,6.88,4.16,563
0.41,Ideal,F,VS2,61.0,57.0,863.0,4.76,4.81,2.92,564
0.3,Ideal,G,VS1,62.8,57.0,776.0,4.26,4.24,2.67,565
0.5,Premium,E,SI1,61.4,62.0,1238.0,5.1,5.07,3.12,566
0.5,Premium,G,VS2,61.5,57.0,1415.0,5.12,5.09,3.14,567
0.39,Premium,D,VS2,61.3,58.0,1024.0,4.73,4.7,2.89,568
0.97,Ideal,J,VS1,61.3,57.0,4278.0,6.37,6.41,3.92,569
0.3,Very Good,E,SI1,63.2,57.0,675.0,4.3,4.25,2.7,570
1.24,Premium,H,SI2,61.2,57.0,5694.0,7.02,6.87,4.25,571
1.22,Ideal,G,VVS1,61.5,56.0,12081.0,6.86,6.9,4.23,572
1.21,Ideal,J,VS2,62.1,57.0,5653.0,6.81,6.82,4.23,573
0.7,Ideal,F,SI1,61.8,55.0,2423.0,5.75,5.71,3.54,574
1.01,Fair,E,SI2,57.9,57.0,3916.0,6.51,6.55,3.78,575
0.45,Good,G,VS1,64.1,58.8,1127.0,4.79,4.86,3.09,576
0.41,Ideal,H,VS2,61.7,56.0,1163.0,4.77,4.79,2.95,577
2.51,Very Geod,I,SI2,62.3,57.0,18090.0,8.69,8.76,5.44,578
0.42,Ideal,J,VS1,62.3,53.0,636.0,4.83,4.86,3.02,579
0.5,Ideal,F,VS2,62.4,56.0,1404.0,5.1,5.13,3.19,580
0.39,Premium,D,VVS2,61.1,60.0,1290.0,4.7,4.66,2.86,581
0.75,Premium,D,SI2,60.3,61.0,2307.0,5.88,5.86,3.54,582
1.02,Ideal,E,SI2,61.6,55.0,4824.0,6.46,6.52,4.0,583
0.5,Premium,E,SI2,61.5,58.0,1181.0,5.09,5.03,3.11,584
0.57,Premium,E,VS2,61.0,58.0,1851.0,5.31,5.34,3.25,585
0.39,Ideal,E,VVS2,61.9,55.0,1034.0,4.7,4.73,2.92,586
0.3,Very Good,G,SI1,61.6,59.0,447.0,4.26,4.28,2.63,587
0.77,Ideal,I,VS1,60.9,57.0,2736.0,5.92,5.94,3.61,588
1.15,Ideal,I,VS2,61.7,59.0,5038.0,6.68,6.73,4.14,589
1.09,Ideal,D,SI1,61.9,57.0,6133.0,6.57,6.61,4.08,590
1.15,Good,H,VS1,64.3,54.0,5935.0,6.66,6.62,4.27,591
0.31,Ideal,D,SI1,62.0,55.0,732.0,4.38,4.36,2.71,592
0.32,Ideal,G,SI2,61.8,55.0,450.0,4.4,4.43,2.73,593
0.31,Ideal,E,VVS2,62.0,54.0,791.0,4.38,4.4,2.72,594
1.03,Ideal,G,VVS2,60.7,57.0,8385.0,6.5,6.58,3.97,595
1.51,Very Good,H,SI2,62.3,58.0,7823.0,7.29,7.25,4.53,596
2.6,Premium,J,SI2,58.3,61.0,17209.0,9.05,8.94,5.24,597
1.0,Very Geod,G,SI1,62.6,59.0,4844.0,6.29,6.33,3.95,598
0.54,Ideal,G,VVS2,60.6,56.0,1985.0,5.26,5.27,3.19,599
0.35,Ideal,E,VS1,61.3,55.0,945.0,4.58,4.55,2.8,600
1.03,Ideal,H,SI1,62.3,56.0,4520.0,6.45,6.48,4.03,601
0.71,Ideal,G,SI1,62.9,57.0,2352.0,5.67,5.62,3.55,602
0.41,Ideal,D,VS2,62.2,54.0,1076.0,4.81,4.77,2.98,603
0.31,Ideal,F,IF,61.2,56.0,914.0,4.37,4.39,2.68,604
0.31,Premium,J,SI1,62.7,59.0,465.0,4.32,4.29,2.7,605
0.4,Ideal,E,VVS2,61.7,56.0,1238.0,4.77,4.73,2.93,606
0.43,Ideal,H,SI1,62.4,56.0,919.0,4.83,4.81,3.01,607
0.3,Good,E,VVS2,59.8,64.0,1026.0,4.34,4.29,2.58,608
1.01,Ideal,D,VVS1,62.5,55.0,11661.0,6.39,6.44,4.01,609
0.57,Very Good,I,SI1,61.1,61.0,1151.0,5.34,5.37,3.27,610
0.5,Fair,E,SI2,64.7,57.0,945.0,4.98,4.88,3.19,611
0.7,Good,F,VS1,64.0,56.0,2401.0,5.6,5.65,3.6,612
1.5,Premium,I,SI1,62.0,62.0,8736.0,7.35,7.3,4.54,613
0.7,Premium,D,SI2,62.1,60.0,2319.0,5.73,5.71,3.55,614
1.71,Very Good,F,SI1,63.3,53.0,13152.0,7.54,7.59,4.79,615
0.38,Ideal,F,VS1,60.4,56.0,915.0,4.7,4.74,2.85,616
0.32,Premium,H,VVS1,62.5,58.0,730.0,4.33,4.37,2.72,617
0.35,Very Good,G,VS1,62.9,58.0,706.0,4.48,4.49,2.82,618
1.0,Premium,H,VS2,59.4,61.0,5572.0,6.51,6.46,3.85,619
1.01,Ideal,F,VS1,62.0,57.0,7887.0,6.46,6.42,3.99,620
0.54,Ideal,H,VS1,62.7,57.0,1637.0,5.23,5.17,3.26,621
1.21,Ideal,G,VS1,62.6,56.0,8774.0,6.81,6.77,4.25,622
0.3,Good,D,VS1,61.7,62.0,632.0,4.18,4.21,2.59,623
0.51,Ideal,E,VS2,60.9,56.0,1656.0,5.15,5.2,3.15,624
0.34,Very Geod,H,VS1,61.3,56.0,596.0,4.48,4.53,2.76,625
0.7,Very Good,F,SI1,61.7,59.0,2313.0,5.64,5.68,3.49,626
0.4,Premium,G,SI1,61.4,60.0,702.0,4.67,4.71,2.88,627
0.33,Ideal,G,VVS1,62.0,55.0,838.0,4.45,4.49,2.77,628
1.01,Ideal,G,SI2,62.8,56.0,4269.0,6.4,6.44,4.03,629
1.0,Fair,G,I1,67.3,57.0,1954.0,6.26,6.12,4.18,630
1.0,Premium,F,SI2,59.9,61.0,4333.0,6.46,6.42,3.86,631
0.26,Very Good,E,VVS1,63.4,59.0,554.0,4.0,4.04,2.55,632
0.3,Very Geod,E,SI2,61.9,58.0,421.0,4.28,4.31,2.66,633
1.0,Very Good,J,SI2,62.8,54.0,3991.0,6.35,6.43,4.01,634
1.1,Ideal,H,VS1,62.3,55.0,6586.0,6.57,6.61,4.1,635
0.61,Ideal,G,VS2,61.4,55.7,1821.0,5.43,5.53,3.37,636
0.55,Ideal,G,VS2,61.8,58.0,1659.0,5.23,5.26,3.24,637
0.32,Ideal,G,VS1,61.3,55.0,707.0,4.45,4.43,2.72,638
1.73,Premium,H,VS2,59.2,61.0,13221.0,7.82,7.78,4.62,639
0.37,Ideal,D,VS2,61.6,56.0,1124.0,4.63,4.59,2.84,640
1.11,Premium,G,SI1,60.9,59.0,4096.0,6.69,6.64,4.07,641
1.02,Ideal,G,VS1,62.2,56.0,6683.0,6.46,6.4,4.0,642
1.01,Very Good,E,VS2,61.6,58.0,6754.0,6.43,6.49,3.98,643
1.59,Ideal,I,SI2,60.5,55.0,8975.0,7.62,7.55,4.59,644
1.21,Very Good,I,SI1,61.2,62.0,5190.0,6.81,6.84,4.18,645
1.58,Premium,D,SI1,59.0,59.0,13329.0,7.68,7.63,4.52,646
0.53,Very Good,G,VVS1,60.3,54.0,1904.0,5.29,5.33,3.2,647
1.01,Premium,H,SI1,60.0,58.0,4965.0,6.6,6.54,3.94,648
0.8,Good,F,VS2,60.5,62.3,3283.0,5.97,6.01,3.62,649
0.35,Premium,E,VVS1,61.0,58.0,1044.0,4.52,4.56,2.77,650
0.52,Ideal,E,VS2,61.3,55.0,1644.0,5.19,5.22,3.19,651
1.18,Premium,J,SI1,62.5,55.0,4460.0,6.82,6.74,4.24,652
1.2,Good,F,VVS1,63.6,57.0,11182.0,6.74,6.71,4.28,653
0.3,Very Good,G,VS1,63.3,56.0,725.0,4.31,4.28,2.72,654
0.5,Good,J,VVS2,64.1,57.0,1105.0,5.0,4.95,3.19,655
0.6,Ideal,D,VVS1,62.5,55.0,4172.0,5.4,5.42,3.38,656
1.03,Fair,D,SI2,66.4,56.0,3743.0,6.31,6.19,4.15,657
0.74,Ideal,H,VS1,61.6,56.0,2797.0,5.81,5.82,3.58,658
1.01,Very Geod,I,SI2,63.5,57.0,4244.0,6.35,6.37,4.04,659
2.08,Premium,I,SI2,60.8,61.0,14047.0,8.24,8.21,5.0,660
0.38,Premium,E,VS1,60.7,59.0,1069.0,4.73,4.69,2.86,661
0.36,Ideal,D,VS2,60.6,57.0,1094.0,4.61,4.57,2.78,662
0.31,Premium,E,VS2,61.0,59.0,680.0,4.35,4.37,2.66,663
0.34,Premium,F,VS2,61.2,59.0,880.0,4.53,4.49,2.76,664
1.52,Premium,E,SI2,60.8,60.0,9193.0,7.42,7.36,4.49,665
0.34,Ideal,E,VS1,62.4,54.0,1060.0,4.49,4.45,2.79,666
0.53,Good,H,IF,61.2,65.0,1440.0,5.16,5.27,3.19,667
0.26,Ideal,I,VS1,62.5,53.0,417.0,4.08,4.11,2.56,668
1.53,Premium,H,VS2,59.8,58.0,10224.0,7.49,7.52,4.49,669
0.29,Very Geod,F,VS1,61.2,58.0,504.0,4.24,4.29,2.61,670
1.01,Premium,F,SI1,62.8,59.0,3920.0,6.4,6.36,4.01,671
0.38,Premium,I,SI2,62.7,58.0,641.0,4.61,4.57,2.88,672
0.55,Very Good,E,VS2,61.4,57.0,1786.0,5.27,5.29,3.24,673
